road_type,weather,time_of_day,avg_speed,max_speed,max_deceleration,trajectory_variance,max_iou,vehicle_count,video_file,is_accident
highway,clear,day,11.252449306139761,20.282385661602746,-36.309765582770396,0.0002311517045010574,0.0,3,accident_0023.mp4,1
urban,clear,day,9.402966447300178,11.263855679224612,-18.9222516838931,0.00015436273657161014,0.0,1,accident_0024.mp4,1
highway,rain,night,18.755818601276196,100.47135740721393,-98.2764474210856,0.0024126962072902043,0.7200188488797596,8,accident_0025.mp4,1
urban,clear,day,18.840273060595333,59.81372280435811,-86.32615611338528,0.0040812690998692875,0.44952656802636604,3,accident_0026.mp4,1
highway,clear,day,23.12394441155585,74.1648355809465,-146.99072385158743,0.0031555109389913225,0.6382385515968478,14,accident_0027.mp4,1
urban,clear,day,22.913149721981956,114.35866448494676,-99.44461531474296,0.006725215837511171,0.7171106971457718,22,accident_0028.mp4,1
highway,clear,day,26.54017355173148,160.0,-240.24646949125352,0.004652805735407456,0.8971176406361502,60,accident_0029.mp4,1
urban,clear,day,74.24423237071835,160.0,-474.33343533384516,0.013988282360249191,0.022833922841119684,4,accident_003.mp4,1
highway,clear,day,18.737188300534807,45.87730075836178,-86.89883604906441,0.0021177226364396916,0.0,1,accident_0030.mp4,1
urban,clear,day,25.50443064722784,80.94911876353055,-46.49611990275135,0.0031461268219727095,0.010264730375715776,3,accident_0031.mp4,1
highway,clear,day,20.676789509772373,67.40508621924424,-121.85321127815527,0.0065063814725247054,0.6608878370562001,5,accident_0032.mp4,1
urban,clear,day,1.2964266671284992,2.1296687536080086,-2.156578035333569,0.00015123984688846821,0.0,2,accident_0033.mp4,1
highway,clear,day,29.77099270663056,95.676613218802,-94.90170353615056,0.00413147598738193,0.6879993863380348,6,accident_0034.mp4,1
urban,clear,day,32.23215691462763,143.60360089951786,-338.5222305857228,0.007692905685820153,0.7371039046926453,13,accident_0035.mp4,1
highway,clear,day,0.0,0.0,0.0,0.0,0.0,1,accident_0036.mp4,1
urban,clear,day,3.3496820452599283,17.518734660043556,-17.797273788548747,0.00015881506610214075,0.8759483833216097,39,accident_0037.mp4,1
highway,clear,day,7.136061205894739,35.03262772335105,-85.02778365836579,0.0008641651151942597,0.6920895115190255,14,accident_0038.mp4,1
urban,clear,day,9.404030996754054,33.51074788127859,-85.8318299454187,0.0011073479457078777,0.7462634533033432,19,accident_0039.mp4,1
highway,clear,day,26.742823019591206,89.77765788339062,-111.88305430695169,0.004190050640505544,0.8934471164949709,5,accident_004.mp4,1
urban,clear,day,9.400280669952451,64.42141537281849,-108.08173373065597,0.002947001638116277,0.9326135298448892,9,accident_0040.mp4,1
highway,clear,day,7.352416003116277,46.87405305762869,-75.24424496972944,0.0014187862592189074,0.821360685880173,16,accident_0041.mp4,1
urban,rain,night,9.448423227888174,26.01510731859856,-46.54399158323872,0.0012661689561320702,0.5195834377694455,13,accident_0042.mp4,1
highway,rain,night,5.737040912416383,43.291923670756354,-32.72620324466593,0.0025566281808483498,0.3779173667705778,4,accident_0043.mp4,1
urban,rain,night,4.070004879681926,16.806173860436875,-33.96418214693195,9.544370641086901e-05,0.0,6,accident_0044.mp4,1
highway,rain,night,11.580087900678317,74.49696961044941,-60.32024179945897,0.002128927320629521,0.37279047401575943,8,accident_0045.mp4,1
urban,clear,day,6.225309415483184,57.522524781699126,-91.12011344219641,0.0005217340852075895,0.827485086850408,28,accident_0046.mp4,1
highway,clear,day,26.864862608070233,116.76182637031734,-382.4531723740598,0.0025340418767307235,0.7300625353397607,14,accident_0047.mp4,1
urban,clear,day,9.426033496856693,33.03415360450744,-93.504035949707,0.001865814973464683,0.0,2,accident_0048.mp4,1
highway,clear,day,35.83450336433523,65.42343078582995,-145.6220860588635,0.004212526555747521,0.6277934336003247,7,accident_0049.mp4,1
urban,clear,day,16.172946720523722,68.58766553878782,-109.4118349749865,0.002754940035161273,0.9981426365898118,19,accident_005.mp4,1
highway,clear,day,7.021399779248144,7.021399779248144,0.0,1.9136131116216755e-05,0.0,3,accident_0050.mp4,1
urban,clear,day,21.534406007616784,103.00831477078188,-105.31110341061606,0.004520282698809222,0.2950772900269671,8,accident_0051.mp4,1
highway,clear,day,60.55921152339338,64.95035740970411,-4.484013335796982,0.008879302436757382,0.0,3,accident_0052.mp4,1
urban,clear,day,36.14755323025,67.30098124434721,-76.61059026772634,0.002714546391725996,0.04498986340511772,6,accident_0053.mp4,1
highway,clear,day,41.33458063410571,129.01799526041188,-248.83065693445127,0.006072573025332681,0.7388681356219391,15,accident_0054.mp4,1
urban,rain,night,32.822502420441616,120.1440695304806,-305.69168949270875,0.0018988925271077495,0.194542656403372,9,accident_0055.mp4,1
highway,rain,day,33.73089255783138,119.68442108592014,-196.9299735014612,0.0067160583875658895,0.7760777347166194,19,accident_0056.mp4,1
urban,clear,day,16.20269482444787,36.713150550480016,-24.11382140444321,0.0016018498095572385,0.051393123800354434,3,accident_0057.mp4,1
highway,clear,day,53.98432703568934,157.98351396126458,-393.2898116777702,0.007447192286865096,0.36999034142099685,10,accident_0058.mp4,1
urban,clear,day,23.74392779543852,52.11729251733074,-126.52517450859354,0.006685812834147432,0.39383648988456466,3,accident_0059.mp4,1
highway,rain,night,27.19951383021747,98.53468084485309,-104.77132782308497,0.006826940068383511,0.13444040639353919,26,accident_006.mp4,1
urban,clear,day,13.566764412872825,114.63202470624995,-138.51983731810216,0.006090650056111523,0.0996824492640755,7,accident_0060.mp4,1
highway,rain,night,26.34258220018511,65.52833097039566,-97.26805709334629,0.0015102330244659422,0.1329657178904297,6,accident_0061.mp4,1
urban,clear,day,22.586910241245647,87.11871525467642,-108.08983428835201,0.00848353158671899,0.5707484909513482,8,accident_0062.mp4,1
highway,rain,night,32.288366213631434,105.88837589293861,-228.0616794273364,0.002846662260633436,0.9557799766606945,7,accident_0063.mp4,1
urban,clear,day,32.04419419150691,64.24875502456717,-204.63665098742894,0.004118077505276149,0.0,1,accident_0064.mp4,1
highway,clear,day,10.941083848646883,27.06728826342888,-44.78486064535015,0.0004206641216162202,0.5526364271836849,4,accident_0065.mp4,1
urban,rain,day,7.223988000767065,22.50563624625895,-46.39427814636344,0.00035019324773184345,0.0,1,accident_0066.mp4,1
highway,clear,day,11.423247539826637,31.1460099472244,-39.43385046946521,0.0007174039021202042,0.0,2,accident_0067.mp4,1
urban,clear,day,24.176305024369345,54.75590590507002,-92.06152323912629,0.0029606526320301823,0.26983732752108,4,accident_007.mp4,1
highway,clear,day,24.70497302177775,54.17307316356892,-15.76033542535921,0.002244856393725231,0.0,2,accident_008.mp4,1
urban,clear,day,4.909924973075656,15.529042896241839,-35.146376328170625,0.0002577389390500232,0.0,2,accident_009.mp4,1
urban,clear,day,0.0,0.0,0.0,0.0,0.0,1,driving_000.mp4,0
urban,clear,day,3.0779075251216153,15.095076653434788,-4.083903743707732,0.002710365347977766,0.22774539909073155,9,driving_001.mp4,0
urban,clear,day,18.117361411275063,30.133469083463535,-9.583072066129851,0.016953536981428714,0.0,2,driving_0010.mp4,0
urban,clear,day,3.216819908940176,14.68023346233081,-3.243882695763975,0.004839087570967219,0.7524598794244314,3,driving_00100.mp4,0
urban,clear,day,3.255168889632438,14.966982680598976,-1.794556202270801,0.0008391802469452,0.7714137468759968,7,driving_00101.mp4,0
urban,clear,day,2.7315685014802584,12.61869047597675,-3.2853216028696686,0.002642941299251877,0.22283068817502125,7,driving_00102.mp4,0
urban,clear,day,2.949019748751922,9.846270839430746,-4.810897215729829,0.00043746592173859956,0.3690417989370173,10,driving_00103.mp4,0
urban,clear,day,10.865281218225965,39.63163069408725,-28.76825290608618,0.0007067346965901176,0.5970671999975877,14,driving_00104.mp4,0
urban,clear,day,17.90084023411808,63.80824620705287,-121.34375180728354,0.003076757237453235,0.7191445940016933,9,driving_00105.mp4,0
urban,clear,day,41.81235382406239,87.56325843414297,-64.6375735306705,0.0031530660120654614,0.9502607715670394,3,driving_00106.mp4,0
urban,clear,day,24.591535888153828,101.48103457012637,-303.54329975183464,0.006588446200235052,0.34647471366796323,5,driving_00107.mp4,0
urban,clear,day,50.47990689475866,124.86805399233793,-179.04780225466146,0.0171105470652498,0.020060722680089266,4,driving_00108.mp4,0
urban,clear,day,7.469567295836993,26.10512091261028,-58.81197357315098,0.0004144202598606829,0.10044672032423053,6,driving_00109.mp4,0
urban,clear,day,4.2496050180599845,8.284160448778188,-0.7393364893839283,0.00043146751071973326,0.05617078534596518,2,driving_0011.mp4,0
urban,clear,day,21.908213425726746,52.78772759755288,-71.54427683680264,0.006743172149138003,0.9403566135975862,8,driving_00110.mp4,0
urban,clear,day,24.57616273322891,99.28518023881125,-186.4847773087943,0.007687791619176097,0.9177581756614772,24,driving_00111.mp4,0
urban,clear,day,5.73430417873712,14.207454182590324,-29.369295746083935,0.0006025403903907247,0.0,1,driving_00112.mp4,0
urban,clear,day,12.753375350872384,129.53431316565363,-263.4079159123755,0.002391366731816091,0.9639330158025964,51,driving_00113.mp4,0
urban,clear,day,12.082887005046238,75.8288837616743,-224.60077142961305,0.001501886671643686,0.9782552418675292,49,driving_00114.mp4,0
urban,clear,day,25.5167562583524,160.0,-105.57162860593166,0.004387118587305724,0.48708745372315343,13,driving_00115.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,0,driving_00116.mp4,0
urban,clear,day,10.11036010165885,33.29400969489796,-66.58886811616807,0.0010822259936006924,0.11909342205358033,23,driving_00117.mp4,0
urban,clear,day,14.485549492999985,70.90565290956529,-141.9938919797766,0.0017233587177923157,0.4212004699030606,6,driving_00118.mp4,0
urban,clear,day,11.370165345562985,33.13965714799634,-68.37505145905503,0.0016216158049323795,0.47539699863699497,12,driving_00119.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,2,driving_0012.mp4,0
urban,rain,night,12.215608411773024,32.06628443939341,-44.528531903011796,0.002598232785498309,0.6054556191952268,18,driving_00120.mp4,0
urban,rain,day,13.932698043118632,57.10583419182516,-71.61338745607682,0.0021402977776588824,0.0,9,driving_00121.mp4,0
urban,clear,day,6.9194525968072425,48.12995082101463,-103.37188332507552,0.0015502156459714172,0.9180483003431076,7,driving_00122.mp4,0
urban,clear,day,14.79682984581998,65.70155689538059,-117.9470950240855,0.008683496834429465,0.7977801512671638,26,driving_00123.mp4,0
urban,clear,day,16.820400168749114,76.21759977638204,-64.05660994661773,0.004798323603997228,0.2051117993395631,9,driving_00124.mp4,0
urban,clear,day,11.232211915561027,51.373109039743774,-92.11819904647652,0.0011192504278457608,0.23477601527112194,11,driving_00125.mp4,0
urban,clear,day,1.40453260646836,3.374838725683673,-0.2015719339206437,4.248477740283579e-05,0.6964552349415903,7,driving_0013.mp4,0
urban,clear,day,3.604564396454879,9.34284069241696,-4.779132826255938,0.0010990365967100601,0.06680254311112462,9,driving_0014.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,5,driving_0015.mp4,0
urban,clear,day,3.0329566874607163,5.334648274562152,-2.600521764660595,0.0002979279100450611,0.9704981804688144,6,driving_0016.mp4,0
urban,clear,day,4.1234835933635425,11.403048118335342,-3.6820754765754287,0.0015373263707018012,0.0,3,driving_0017.mp4,0
urban,clear,day,5.358742707101467,13.820609195417148,-5.5078947652151165,0.0027452126523545392,0.0,4,driving_0018.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,2,driving_0019.mp4,0
urban,clear,day,2.6613460575928647,8.810878655637838,-4.393588676831862,0.000925717453098753,0.014464981582121209,3,driving_002.mp4,0
urban,clear,day,1.4572165933203949,2.1008921332729296,-0.9080887205949731,0.0001137926097267136,0.0,2,driving_0020.mp4,0
urban,clear,day,14.114649890682788,14.214297262741848,-0.19375877900372718,0.002632414812045823,0.0,3,driving_0021.mp4,0
urban,clear,day,5.508463608516169,16.3632602239472,-0.6829963229369411,0.00017557481743624362,0.0,5,driving_0022.mp4,0
urban,clear,day,4.68925269689599,10.807853538800847,-4.633705760596504,0.0012746131647003432,0.2951451983960782,5,driving_0023.mp4,0
urban,clear,day,7.081204021327671,14.945559490205495,-2.634676569628843,0.0015562264559994517,0.22555533681653359,3,driving_0024.mp4,0
urban,clear,day,2.997976978705263,11.161308884662425,-3.341020431173472,0.0006324078786310463,0.8053976923049836,8,driving_0025.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,1,driving_0026.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,0,driving_0027.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,0,driving_0028.mp4,0
urban,clear,day,2.213514445975315,2.743803418836274,1.0311174472296423,2.6550791032900723e-05,0.0,1,driving_0029.mp4,0
urban,clear,day,2.4846379117919066,3.0829153418529525,0.0,2.851169761523396e-05,0.0,4,driving_003.mp4,0
urban,clear,day,0.5203678071584932,1.3497341283329103,-0.3402572175576538,3.100653707616018e-05,0.0,2,driving_0030.mp4,0
urban,clear,day,6.690727003712972,16.96524707803924,-5.262221797407808,0.004343118778887648,0.13732150607396154,4,driving_0031.mp4,0
urban,clear,day,5.177338535459833,18.719391155744322,-3.41882621872143,0.0004432004333744367,0.08067103154071163,6,driving_0032.mp4,0
urban,clear,day,3.6365504001914206,16.146122087119448,-1.4963334614435548,0.0007294492098693627,0.0,6,driving_0033.mp4,0
urban,clear,day,5.711664057428748,18.471460534519874,-2.24223994865373,0.0014714489237922302,0.0,4,driving_0034.mp4,0
urban,clear,day,3.066606758414116,10.063840090792414,-0.29488428741473205,0.00015453598792138123,0.0,8,driving_0035.mp4,0
urban,clear,day,1.6328072143040189,4.522163952365426,-1.4105668966841811,0.0006564304502036546,0.2082726414821129,4,driving_0036.mp4,0
urban,clear,day,3.5490553400366736,7.135332933817533,-0.9095368761963837,0.0014356376007412675,0.0,4,driving_0037.mp4,0
urban,clear,day,1.7407071530793532,6.054263696405469,-1.7609982605932735,0.00023998814276702737,0.04183624159534587,9,driving_0038.mp4,0
urban,clear,day,4.131278801482201,13.229540048588392,-4.078452822646795,0.002701513845389356,0.09816573069224904,7,driving_0039.mp4,0
urban,clear,day,10.52612470397124,32.7576979825084,-21.644471254623205,0.0020480441046771903,0.1384046442462319,8,driving_004.mp4,0
urban,clear,day,6.894432402892421,16.58967298469154,-1.594012856384712,0.0036559534259848667,0.01457265464869451,13,driving_0040.mp4,0
urban,clear,day,3.0975014353632635,13.851266443556545,-4.188879821317338,0.0017939912402041179,0.6165470881943199,10,driving_0041.mp4,0
urban,clear,day,7.566727716865108,22.85310399616475,-5.05982696510517,0.006964351315194771,0.9657648364775796,7,driving_005.mp4,0
urban,clear,day,3.0082639879415307,20.531417885274383,-6.303064607565465,0.004096039914992769,0.0,3,driving_006.mp4,0
urban,clear,day,0.5198486973046758,3.8149543237950367,-1.1551402170139047,0.00012925282898444026,0.9923117121764706,5,driving_007.mp4,0
urban,clear,day,3.9079633380650147,6.948937037047767,0.0,0.00016857589542201756,0.0,4,driving_008.mp4,0
urban,clear,day,0.09929061834135915,0.4410292354509435,-0.3619250440407875,2.005510869724814e-06,0.0,2,driving_009.mp4,0
