Start_Lat,Start_Lng,Severity
41.073649832873585,-74.08526761216554,2
41.038748041690674,-73.87742207261434,3
40.419073866872075,-73.68624538081836,2
40.60457566845208,-74.28711263273811,3
40.82874220099125,-73.48355900086416,3
41.05424079449283,-74.1008932603649,3
40.54508901675415,-74.01347855302195,2
40.647819358167666,-74.26752408770174,2
40.32558275909789,-74.85448409109553,2
40.294127681571766,-73.69658411127364,2
40.99718403783797,-73.74810463601764,2
41.18748400999979,-74.10446464499138,3
40.68759645744689,-73.9825532489713,3
41.06403651426221,-73.82542127380357,1
40.83937260876667,-74.55289104991029,2
40.487008085888206,-74.1911684370712,2
40.83928846192794,-73.72800736213236,2
41.251112798263094,-74.44500129810923,3
40.70026088631152,-73.90325472374168,1
41.26042527953491,-74.48080363161819,2
39.79588921356859,-73.84274950614827,2
41.00046587653133,-74.01847451880413,4
40.74326647388336,-74.57129613556693,3
40.608147427336945,-73.59834122593999,2
40.744916271787424,-74.26310705187932,3
40.01715087988969,-74.28958835295504,3
40.63591483925687,-73.93580078096917,4
40.83778940002911,-73.60397692769995,2
41.23006291565953,-74.36153763664244,4
40.53140542360423,-73.98441205255321,4
40.429827238987386,-73.8559142248843,4
40.53718503474541,-73.7634130374579,3
41.033190741195725,-73.94424545565298,3
40.82786288838089,-74.13445974367916,2
40.52738392868154,-74.29565657722705,3
40.892443601589676,-73.97584964093377,3
40.74677714227182,-74.38124865419496,3
41.05182574668651,-75.0284726692231,2
40.46708141714293,-73.85320406854481,3
40.59811824869078,-73.68962280561983,3
40.57556214640375,-74.83302635243965,2
40.20056976815376,-74.35940574664848,3
40.8164420969726,-73.78929600864818,3
40.80416934526296,-73.2858765856009,3
40.714589709824864,-73.9987222023136,2
40.6306945033187,-74.2608010294302,2
40.21742024028236,-74.0700137543867,4
40.56557413703212,-73.52479325329814,2
40.59284991921563,-74.23208746269358,3
40.43200295577243,-74.28571720232759,2
40.656350000916895,-74.17496023276371,3
40.85421779988509,-74.33966501289055,2
41.372965065423685,-73.96306538940182,3
40.773902234491146,-73.43736253953566,2
40.80294263675297,-73.89292225440938,1
40.68674392948184,-74.0943237257442,2
40.041230074645334,-74.10813394412044,1
40.703520143592776,-74.55311678304383,4
40.73388057347936,-73.69691157799849,4
41.57493473936985,-74.03324301895448,2
40.64547366232661,-74.06916796975672,3
40.818341569816766,-72.8884123512543,2
40.70065088060316,-73.90143648207201,3
40.30376268683317,-74.26912686753332,3
41.11278798508026,-74.15522515867194,4
40.97597656144037,-73.60404400178113,2
40.98966118146507,-73.96635535631178,3
40.39451439082184,-74.50939729241108,2
41.20377800882763,-73.68426987289868,4
40.22215212802271,-74.23985042993864,1
40.918199982830096,-73.35034577832386,3
41.47945946903349,-73.62798317699988,3
40.36611228620426,-74.16256266348056,3
40.51459579463903,-73.55764427339271,2
40.747677977780675,-73.9822505713154,4
40.536583521059335,-73.70752921370722,2
40.170067799126855,-73.83634351394693,3
40.73679704118211,-74.30222482924681,2
40.34099370019587,-74.23124244131111,2
40.87855735072232,-73.6455137138466,3
40.39100151801817,-74.12317136623729,2
41.25527704175614,-74.1472769621347,2
40.43866134768232,-74.34029290277228,2
40.60007846932802,-73.8577403270423,2
40.997531026079386,-73.2841162782649,3
40.28199748924812,-74.37963651998899,4
40.792410977111444,-73.99752319016453,1
41.17029996399885,-73.5117228056046,2
40.15018086790357,-74.033874486936,2
40.777421850486306,-73.84766987131259,1
40.80375897798695,-74.37783773485141,3
40.98643800512206,-73.85609251597732,3
40.27986725119267,-74.0715004927516,2
40.25064018542051,-73.66099450151205,2
40.89547954796591,-73.59041488195234,1
40.816744635631615,-73.09965272529348,3
40.80047249762106,-73.80312838937525,4
40.834056873323945,-73.89197128919625,2
40.47479134744753,-73.93796549444794,2
40.794088794006356,-74.12960820248374,4
40.81537536565454,-73.8875306547884,4
40.462777003690775,-74.10939049354866,2
41.365821078900666,-73.94703865830563,1
40.87864152231913,-73.54484086253721,1
40.29584377597907,-74.35828989784787,3
40.94259376302184,-73.60704250360483,2
40.37166141542044,-73.54500972643105,1
40.988279611309856,-74.04732398444688,3
41.11830845265259,-74.74864921465301,1
40.4255611885769,-74.21873769548306,3
41.04998164523551,-73.55205190870362,2
40.85727332442777,-74.01400382180461,1
41.00052105599807,-74.35575578130322,3
41.376677543928885,-74.18267122242987,2
40.626914159399,-73.7117829907234,4
40.44899234247488,-73.81464325112952,3
40.40146994963107,-74.0896262347094,2
40.4272664002621,-74.13438854413513,3
40.685814401705066,-74.14311535216534,2
40.832203191185826,-74.32884356457447,4
40.809641779765506,-73.4406185086857,2
41.00231413716261,-74.11881216422397,3
40.717350662157266,-73.57999451771107,1
41.22153692700506,-73.47353938182714,2
40.620170108366715,-73.65659118564821,3
41.66485920830637,-74.15706710945132,3
40.93178357171775,-73.86469446838218,2
40.412794855254305,-74.01446846223682,2
40.337987625678615,-74.32229565125554,3
40.881665345335115,-73.89247425139745,4
40.634588025135955,-74.41866392690594,1
40.96270017293223,-73.59031221403845,2
40.87843316860074,-74.16861605405444,2
40.6873098805701,-73.9355941204445,4
40.41642219867606,-73.90684924495885,1
40.18260347135995,-74.09661674079642,2
40.556519766776546,-73.80065716948366,3
41.01253957801322,-74.17221627981789,1
40.787732810445576,-73.70104594588996,2
40.2767914274508,-74.47709288808636,2
40.773413324047915,-73.96176714715875,2
40.84766108290509,-73.3273748503296,2
40.40344989732961,-74.35611596361196,3
40.76660378708094,-74.2432107396837,2
40.7331730514561,-73.82613225261937,3
40.312760395759284,-73.94314637632114,3
40.8380255761219,-73.88327946525425,3
40.90907458422888,-73.83478450444832,2
41.091867935111345,-73.78384748600338,2
41.08163071821222,-73.61760505531532,2
40.23061572121502,-73.86256347007502,2
40.38456123602971,-74.09044017911648,2
40.893062343523034,-73.77059920457904,3
40.89262508281927,-73.34104132278668,1
40.89306669020712,-74.0524218112339,1
42.06125602172915,-74.34708525663473,2
40.91261167874261,-73.61852176574956,3
41.11024797406321,-74.04813340738376,2
41.04670061722262,-74.76643434110491,3
40.94078693795703,-73.70940241299735,2
40.60245576437588,-74.19336486508388,4
40.97843922717264,-74.03768664880646,4
40.44231117491185,-73.88980688430084,2
40.629913487641,-73.93932511207733,2
40.54292275825981,-73.75769186400133,2
40.741455948785216,-74.15842022969944,2
41.52293049833573,-73.82641297063837,3
40.05925718259289,-74.09684133715437,3
40.95299106663108,-73.74741633168938,3
40.148349445083625,-73.79062138059543,3
40.5476238469737,-74.33340354571561,2
41.09393270893858,-73.62590625933873,2
40.735298006683415,-74.19358720578991,3
40.33558932772475,-73.7231797706016,2
40.462443701759014,-73.87744944030953,3
40.950659212127135,-73.3626357131217,2
40.457171678899,-74.08421309383014,1
40.78856050635369,-74.12826087864137,4
40.72875014396634,-74.01279686206071,2
40.48473987833797,-74.112112923992,4
41.463180431263865,-73.72602033432028,4
40.93467165781131,-74.57170871295281,3
40.00400009466984,-74.37478884670122,3
40.7780590101693,-74.37973102255272,3
40.48117473733107,-73.67339234280925,4
41.01115166717868,-73.40728531959633,2
40.435417741548555,-74.04255722648811,2
40.672642245486585,-74.06508760311651,3
40.88954554764316,-73.98148174291039,2
41.015814317959546,-73.59934259408713,2
40.29269625753048,-74.3305735969667,2
40.59572456745567,-73.92257085604282,3
40.54656914109367,-73.66468082957616,4
40.484134768599205,-73.83061704052105,2
41.330708984098386,-73.93964643419044,4
40.85454359883634,-73.6556338676015,3
40.271490615982735,-74.95213130254973,3
41.03405168146917,-73.76874363816418,3
41.45555466895442,-74.2349264890946,3
41.0741628411929,-74.64672151389976,1
40.181020511916095,-73.82707909016625,3
40.54331807449682,-73.52521950919297,1
41.15621890221532,-74.0541069801197,4
40.465115687033425,-73.67249390847897,4
40.86813679985118,-73.44170260970398,2
40.98392191870027,-73.54577994124558,2
40.38837433494767,-73.43201241472,3
40.69196612537837,-73.74625537812484,2
39.57835643097582,-73.97959822638444,4
40.354264325533,-74.566688034164,2
40.62440114701239,-74.09212187084549,2
40.276075886312306,-74.30113630836067,4
41.28414395637607,-73.24617004887577,3
40.21225051771378,-74.06756003435132,3
40.55878442965606,-73.96287831762542,2
40.75855920205014,-73.81298011838584,3
41.217245651173144,-73.99073914376964,3
40.2102482470872,-73.41273213584924,3
41.11990731325424,-74.22392727660706,3
40.716381571356855,-73.93788739066696,3
40.36927197213322,-74.26586470499431,2
40.874536215992144,-74.46800787892725,2
40.782470893450714,-74.22011918181686,3
40.50272409299442,-74.01896287896695,2
40.73723072974651,-74.15625577858104,3
40.57794024109838,-74.24834734295585,2
40.75253107083794,-74.49821111228515,3
40.94454573608237,-74.03508695042004,3
41.267905885650876,-74.53265213091085,2
40.2795645754106,-73.73998041270863,1
41.45936168112969,-73.97714608647293,2
40.02956927016712,-74.51614302481272,3
40.65967521673755,-74.11422317696746,3
40.918711022269605,-74.2692547419567,1
40.81114715370726,-73.8942889213533,3
40.49485516806279,-73.5368423438919,2
40.63995721237495,-74.66231036437601,2
40.54024967286941,-73.9657408722984,4
40.506522335069526,-74.06204647844832,2
41.01016073395736,-73.77103097324233,2
40.83775542008777,-73.93138118011682,1
40.47028164165877,-74.26918926610858,1
41.02765995640164,-74.11766887748331,2
40.82035483230681,-74.28460904988123,1
40.99730174159364,-73.62939750149049,3
40.933170094673265,-73.99854092296482,2
40.42265174617727,-73.34058325998645,3
40.51673663593106,-74.02723128483511,2
40.97435276179314,-74.25394236841866,2
40.92642959290171,-74.53580003741449,3
40.70548444211255,-74.63709888668959,4
40.75386458415807,-74.56044758005193,1
41.15998271352595,-73.91250567214598,4
40.50575001390746,-73.82794624186953,3
40.904284083409514,-74.55941674571125,3
40.64203257164814,-73.69273659007337,3
40.63661157887047,-74.1750713680892,1
41.09737189819552,-73.95462244580506,1
41.00169572214581,-73.4417227801106,3
40.99752837260022,-73.69210623944707,2
41.16971758250401,-74.09998572676704,4
40.72015134457147,-74.31791727889535,2
40.95148353995324,-74.75913539046526,2
40.60420663519229,-74.25770366173485,3
40.82625822337096,-74.07989558358969,2
40.66724993097131,-74.35151283450291,3
40.746748587747454,-74.0519399384823,3
40.92110495890292,-73.97910184096443,4
40.426422760868284,-74.08469959363283,3
41.445135546489915,-74.23350090328822,3
40.36069391647511,-73.94697086481165,3
40.287833985524294,-73.85132077265071,4
41.118138805725025,-74.387639677105,2
40.98988194288703,-73.5121736670888,1
40.93124193596825,-74.0405058462995,2
40.932720928242496,-73.9994026319693,2
40.70851362950358,-73.75812495186021,3
40.39876096997996,-73.92437435405778,3
40.73933159536781,-73.67240217813037,3
40.475793400970765,-73.90550654217937,1
41.054091906696215,-74.22035308112416,3
40.66132991647425,-73.87947376617787,2
40.42387598112262,-74.40630417256223,3
40.60031495542145,-73.96800410297821,3
40.85732600899647,-74.01763049672556,2
40.51549640651861,-74.07884090004539,2
40.42502286155175,-74.05098812900363,1
40.79809052402217,-74.66464716592418,3
40.79853829988805,-74.19805371770934,4
40.5353698886201,-73.97350428460061,3
40.54793659303359,-73.95005026280091,2
40.794017478075176,-74.36568629932408,2
40.20597048047594,-73.56300225569736,3
40.22018767896821,-74.30916119687508,3
40.461344522561646,-73.66668997981564,2
40.63809349690086,-73.85648197334491,1
40.8216176479593,-74.23217955844534,3
41.22917467593234,-73.38464118758667,2
41.01298086812071,-74.42377289111477,2
40.6568215145128,-73.6842960392365,1
40.70614432723406,-73.65579618868496,3
40.36191472237677,-74.24071707317682,4
40.70632040240267,-73.51863714497749,4
40.61176947637795,-74.09351628010964,3
40.825751496118336,-73.90495722975206,3
40.423269169756686,-73.91488735643007,1
40.89457127998441,-74.0530080595147,3
41.2492586195509,-73.72221710439408,2
40.6747339480401,-73.72827894780673,3
40.85339910273463,-74.61798619063336,2
40.95435039709889,-73.54948091499264,2
40.57237283483996,-74.58787219581248,1
40.79123236863365,-73.64460882848041,2
40.71720734027363,-73.61165320211035,1
40.746986634492096,-74.38783825057531,2
40.442246575650586,-74.1497850007841,4
40.72137856099063,-74.39299663397007,2
40.887099401935906,-74.08122236060106,3
41.220700262728265,-74.11381199946501,4
41.04854478912982,-73.73311881370573,4
41.466413860129045,-73.54739193885814,3
40.444228352989185,-73.51751066622352,3
41.01811222285224,-74.20275880930241,2
40.77696970200842,-74.07922765581058,2
41.47923102662619,-74.59520336727734,2
40.4298956001257,-74.28805452327367,3
40.41889735523673,-73.66830192841589,3
40.50301257409459,-73.44054601175812,2
39.96943649649157,-74.43802210515797,2
40.528785742411735,-74.21336249070352,3
40.44710356845621,-74.01524201493562,2
40.76543782526667,-73.90794359441314,3
40.83241459152201,-74.28936123197258,3
41.36945979372556,-73.85757863443757,3
41.045448343365116,-74.17184377147483,3
40.51088372051816,-74.0110582948074,4
40.398354865028075,-73.8148005131987,2
40.88497171002728,-74.00375220556617,3
40.250718377542775,-74.1587350616843,3
41.35381056804903,-74.04436343137404,2
41.125604042252455,-74.03692703572187,1
40.54858852176336,-74.13550386045874,2
40.113202914818196,-74.09657862193349,2
41.1866553309579,-73.44647349032336,3
40.67271105416159,-73.80967819322056,3
41.14603570919071,-74.1094181113102,2
40.15475031942197,-73.76206595842125,2
40.50301874196618,-74.12283682141461,4
40.71463529490136,-73.59540637684468,2
40.72924320781766,-73.87662523273066,2
40.555277084982265,-74.04355575040148,3
40.93079747632163,-73.8492990759664,3
40.339132849716094,-74.55580665322398,1
40.662967180242546,-74.40036861411843,1
40.75490347109917,-74.42387375223967,2
40.89285359192056,-73.9559699168327,3
40.961865207331115,-73.39961975018022,3
40.31917526785675,-73.22504494883258,2
40.17586004024253,-73.78268211449574,3
41.15998688766448,-73.83070443376944,3
40.82910990419286,-74.63637020695346,1
40.450829712205206,-74.1959358299069,2
41.255703191432886,-74.28172431316789,3
40.7532861220025,-74.22329665938788,2
41.12555401442234,-74.06485033650468,2
40.73643146849354,-74.17123170219399,3
41.4340617737087,-74.69875493363152,4
41.327169294855125,-73.74423141035886,3
40.625662548032324,-74.38146005900893,3
41.05284983283403,-73.9222635975611,3
40.9386815823548,-73.2800710655875,2
41.19182104513632,-74.32778460705525,3
40.37507678879697,-74.89160063296121,2
40.952918010999454,-74.10610147765804,2
41.08324857039736,-73.6206641277505,3
40.09724117975191,-73.32057839102279,3
40.29865952056698,-74.43634235805834,2
39.999068737783965,-73.83215527186722,4
40.61850760794441,-74.16885865987302,1
40.96393978952859,-74.04308192400644,2
41.23862496823361,-73.08047982854404,1
40.738733173146926,-74.5320396149383,3
41.28281544094995,-73.9171911184769,3
40.22976448962479,-73.8423073898821,2
40.116616146225695,-73.62597478627123,3
40.693358305386184,-73.97170589628519,2
40.84722290712876,-73.89818231117357,3
40.70135683816707,-74.14307699859762,2
39.989195264986044,-73.91180557056421,2
40.681607986170526,-74.1261172964241,4
40.2562356748233,-73.78844983855038,2
40.94718539209052,-74.13536361761527,2
40.8411093861339,-73.87401486213423,3
40.38384207478543,-74.01624198478974,4
40.53294657893216,-73.61188241222975,2
40.34207526733887,-74.02398780325598,1
40.69086231595439,-74.62656136387241,2
41.04709981217543,-73.5643274747501,3
40.36779588378256,-74.32300630530192,2
40.88921628043125,-74.23481821852708,3
40.52720983356965,-74.21448145291522,4
40.43529450870818,-73.52494666739021,2
40.675339374015905,-74.75348597489254,2
40.35046518715322,-72.907788013219,2
40.51902274312849,-73.63638011682689,2
40.2935427375939,-73.9278663800548,4
41.400453796520736,-74.0252129002157,2
40.725142243190106,-73.90605607379982,2
40.4678960722026,-73.82360715006723,3
40.78769296875698,-73.78017454491749,2
40.67348518260821,-73.8115384368988,3
40.63546064016337,-73.97464676156066,1
40.9277583450152,-74.07506844710757,3
40.97792769851656,-74.05894564927873,4
40.527124598336314,-74.07421789812344,3
40.51126361577436,-73.60918046609653,4
40.61653190599693,-73.7982551472017,2
39.90712759234255,-75.0351360221325,2
40.18248312823051,-73.77643472821458,3
41.191205993605585,-73.93784233184843,3
41.28853869972545,-74.01254806475606,2
40.62563738615527,-74.14198145858111,2
40.914594937069516,-73.6125605480049,2
40.82173755409024,-73.674365738257,2
41.79040828295933,-74.27650718373826,2
41.1046512190021,-73.86353169950641,3
40.668028842981734,-74.34607985708945,2
40.37836084578985,-74.48886635767613,1
40.150543787909854,-74.22535102860648,3
40.78401227255353,-73.70416228466604,3
40.44807723915049,-73.67240623411837,4
40.21501120164081,-73.82642010296595,3
40.486499490515115,-73.7522164746032,2
40.334258198734965,-73.82533759950977,3
41.3032995722754,-74.23051855832803,3
41.02137391493231,-73.85482710936412,1
40.71000957553918,-73.72585666617032,3
41.23078044861151,-73.74199803456526,4
40.73987890767667,-73.58988031998388,2
40.411350529535106,-73.75809365347963,2
41.24589342704438,-73.88299312736045,2
40.901418515289635,-73.63144741658925,2
40.34976384598574,-74.01528244073717,2
40.64618146267074,-74.3146561279297,3
40.40633361131534,-74.06307343738031,1
40.22882009416249,-74.26671592568226,4
41.036962141636074,-74.24231239624103,3
41.38109582416455,-74.05658153475044,3
40.2233013491633,-74.28334697234999,3
40.9098392328417,-74.11378653537366,1
40.485075100807364,-74.66876513343382,2
40.54230611568236,-73.93134720241947,3
40.5054621265164,-74.00557808362322,3
40.41040323061207,-74.29198102087386,3
40.72978256978069,-73.77526401604865,2
40.42196745925614,-73.67785045183071,4
40.807459889022944,-74.56864595252914,2
40.695216661692804,-74.27295367249818,4
40.62916818359676,-74.27519982242555,4
40.395152718285445,-74.3349660853881,2
40.51093003430108,-73.71568380532389,3
40.977186929039014,-74.07383914857049,1
40.88812101566853,-74.09858019445872,2
40.37065566432051,-74.70735182754237,3
40.74756630690023,-73.78360368942677,3
40.975785493180126,-74.43974043819871,4
40.12850815160752,-73.98502357940679,3
40.90297606733298,-73.90891807171464,2
40.48088168436895,-73.52976949145648,3
40.912509534007604,-74.46408713969169,4
40.44565929521012,-75.06282925453729,1
40.08109126476742,-73.94165265933621,4
40.1431601467409,-73.3758210864712,1
40.729629731331485,-73.5723687764712,3
40.80370287560252,-73.93261920465388,2
40.39628918121346,-74.17807266497121,2
40.93630736057208,-73.72350709117694,2
40.13126797820586,-74.34674116989656,3
40.68967207047344,-73.83927478072532,2
40.28894433008314,-73.82908544429168,1
40.484657362269246,-73.63492653237539,3
40.729389534960745,-73.04011898638112,4
40.411655322150615,-73.86865441148743,2
40.57820555951956,-74.18413726899763,2
41.06500248322506,-74.0149510092672,2
40.5108878456669,-74.62517656671119,1
41.005292239222804,-74.24914959588116,3
40.31740260086983,-74.14924885333959,3
40.89823146227035,-74.1894309392771,3
41.21734901723027,-73.95267579478819,2
39.84772442495545,-74.29384697633377,3
40.43388666058534,-73.61363926643644,3
40.91477524451319,-74.00592752727863,3
40.641734114884954,-74.00925511239852,3
40.84270105567996,-74.12076315077952,3
40.501405184649464,-73.95168326064936,3
40.743106425615515,-73.71721560736633,2
40.65831296761277,-74.30949557549881,4
41.121523721580935,-74.23634077117634,3
40.801847295155426,-74.11230411007183,3
40.830960931726324,-74.47705482321562,2
40.56864306185714,-74.29274025090253,3
40.54213782157463,-74.17267730574063,3
40.561404634263134,-73.69996378675054,2
40.850858249832406,-73.91410353484933,1
40.56545543171291,-73.93824353102136,3
40.814221199913746,-73.7081857132412,3
41.4391902795259,-74.05408012593979,3
41.017693646201096,-73.86933730252488,2
40.59869176374126,-74.04212761352638,3
41.13322487275738,-73.91312317771013,1
40.56997361944246,-74.20996553016406,2
39.99945641268775,-74.85958600539675,2
40.35996979117891,-74.05299770676521,2
40.058022827640954,-73.50803815236502,2
40.58977028058554,-73.68182460921544,2
40.719246432716346,-73.66811088039309,1
41.29955305929635,-73.57335424736782,2
40.82722458081746,-73.97496984316349,3
40.6361148149169,-73.93693950240804,2
41.00309195341422,-74.22217816340202,2
39.93890264184724,-74.11662549960947,3
40.795265095338,-73.7904800975801,2
40.98260281786044,-73.58464044699092,3
40.19529481397706,-74.05480619648834,1
41.113113915122426,-74.163566242698,1
40.83127374262305,-74.00581521440019,3
40.56744923013472,-73.79557763787481,3
40.934273653137204,-74.51134918564674,4
41.50754250023154,-74.80966333359804,3
40.77645318927048,-74.19868789732206,4
40.79967720520512,-74.43324934906995,1
40.55202368516092,-74.18384906917656,1
40.415354470687326,-74.05772311158611,1
41.00341753579049,-74.16463694315806,2
40.4131706609319,-73.49763636293524,3
40.73784818302679,-73.89163933238919,3
40.545619893632214,-73.9008339741362,1
40.88044293901124,-73.7882274995848,4
40.829581736850436,-74.40459159122327,3
41.075938980490264,-73.64231087440291,2
40.53429426040084,-74.03251750028741,1
40.61834377264732,-73.77133178396558,2
40.37023269947619,-74.38115003156406,2
40.557297358973365,-74.54981556810563,2
40.8448551725657,-73.71973861969124,3
40.97774601582587,-73.87425666586587,2
40.39004213653783,-74.32171804402513,2
41.01716207203698,-74.31038207844614,4
41.18727325058173,-73.61209782545482,3
40.857502216128296,-74.42229416250356,4
41.36967853439533,-73.43106446636041,2
40.44197378031375,-74.32121725712675,2
40.27717085384101,-73.78256282603706,3
40.090247912883505,-74.12101646651215,1
41.236415509021214,-73.79488439912117,1
40.941827979723925,-74.19643990073996,3
40.693345365181344,-74.0629775171253,3
40.81078901921194,-73.9916782886115,2
40.31887883344557,-74.35676560952352,2
41.56881319286589,-73.74671147910296,2
40.75802741369133,-74.18562474826506,1
40.751088178111715,-74.086009970369,2
40.966818318364545,-74.35402228111298,2
40.88115323110785,-74.90281678057836,1
40.7911594084977,-74.07285971691006,4
40.43613394059414,-73.16158460243548,3
40.8778139249976,-73.73138849923569,3
41.37150857376626,-74.01274113290704,2
41.18369701615424,-74.0980117902229,2
41.27041531932379,-73.99813693751578,2
40.53387451324909,-73.81450830968868,1
40.3664383129095,-74.41928448535809,2
40.668774577965124,-73.6159874068659,3
40.73230371930104,-73.75561653959556,3
41.09576703146483,-73.75463499600222,3
40.120437379599814,-73.8525334914166,2
41.24814261181122,-73.9991341698071,4
40.65749723549735,-73.77049856741161,1
40.563391625518406,-73.79886505319053,2
40.35856346865894,-74.12991424882937,2
40.13360016484698,-74.20676062051392,3
41.00090970438667,-73.97035029665831,4
40.73846128851594,-73.46384294697668,2
40.261313685090634,-74.43968747647887,4
40.25952242977774,-74.51963384301335,3
40.595275355248454,-73.94833370556722,2
41.29695753385129,-73.9881893043504,2
40.62194302702274,-73.94533041747036,2
40.18669996640867,-73.92061638073203,4
40.626789927569924,-74.08412078912218,2
40.61734675058832,-73.48454779648927,3
39.76888967497045,-74.56631639246677,2
40.693796796718765,-74.29597395867309,3
40.63197291442697,-74.04213916605217,2
40.9564722276847,-74.58111608390396,3
41.35993463323087,-74.06754904155123,3
41.107097760341716,-73.42448544199519,3
40.61868895830581,-73.99868972909641,4
40.325515931940416,-73.92525468299846,1
41.61347593113745,-74.4470576678104,3
40.73352645190507,-74.22172649281381,2
40.717675252169535,-74.13731873311337,2
40.7043562195115,-74.11720028386468,3
40.78212966626875,-73.55742467174868,2
40.66227385582662,-73.8108081287462,3
40.51201829759192,-74.39501028492796,4
40.52139937056587,-73.9197233275488,2
40.7013363554244,-73.83162238802612,3
40.522601330103186,-73.60694783651756,2
40.463303976062996,-73.45281075970107,2
40.750050579692164,-74.36128296713976,2
40.6235579739027,-74.28980012892362,4
41.23919754600394,-74.44615225062012,4
39.78496056706245,-74.08790695068744,4
41.09482739817286,-73.84277456894378,4
41.148929817374174,-73.66043291919381,2
39.98711341865715,-74.03258285827488,2
40.59285934207188,-74.1179466331392,3
40.58279569690148,-73.95288470271294,2
40.220170906848765,-74.2983000155705,2
40.4405641593432,-73.27466144740683,2
40.324098454086965,-74.56868135949132,3
41.32609465519827,-73.9413407973865,3
41.04028743760161,-73.29773782326963,2
41.157844283247954,-74.003620054404,2
40.96538522241514,-74.07251366225053,3
40.31763188007397,-74.13110589798364,3
40.52921790680208,-74.06913708861684,2
40.884081096429775,-73.52550303386322,3
40.285055266887824,-74.78015166896533,1
40.96234945056034,-73.46929820454629,2
40.62868611064465,-74.50438500335756,3
40.58161271735764,-74.09932831523204,3
40.96163598887122,-74.15623554710453,2
40.868292159020115,-73.80000635558025,3
40.58646184196332,-74.56534352315931,3
41.11856543117749,-73.84423956687132,3
40.33442783534004,-73.2974916318496,3
40.9283774624305,-74.48311090160749,3
40.92038544028894,-73.93960284133637,2
40.604458746240105,-74.23769376222882,2
40.826946557784744,-73.85693947783244,2
40.274910248265144,-73.99929827790449,2
41.03620945672242,-74.23052041816551,3
40.648084252244956,-73.83524470029512,3
40.52984694281834,-73.37447816157464,2
41.079953229042914,-74.07281632710456,1
40.46627970831003,-73.75408472024813,2
40.219838546272754,-74.4586455352549,2
40.16797978926664,-74.3407527318863,3
40.924903482970976,-73.84065780274187,1
40.2646497266263,-73.48655939001242,3
41.32697796369453,-73.88153532792502,4
39.984124707240696,-74.11557031068311,2
41.30655972890151,-74.00624800810182,2
40.78665611352092,-74.4436427068894,1
40.67895041084537,-73.79441963577563,3
40.52207831961687,-73.6971834281868,3
40.85249764002322,-74.16423161649158,2
40.6996278541513,-74.17051475171583,3
41.09895565870578,-73.91294261962179,4
40.75277967703172,-74.1588519076142,2
40.76540561651166,-74.02914641511904,1
40.58553572572515,-73.27109737379172,4
40.692869031697626,-74.0924589952611,3
40.82053061911222,-74.13141905320742,4
40.11424106257018,-74.2326396319723,3
40.240935102263,-73.74553280997502,3
40.97294243290795,-74.06942846062634,2
40.77260290334478,-74.23328056341249,3
40.648405832276566,-73.54354358870445,4
40.71925187657289,-73.50913894842023,3
40.834453596876585,-74.21614824800855,2
40.523884111891725,-74.65928898297622,2
40.44039334610919,-73.65337020855708,2
40.78134583928419,-74.24562043901601,2
40.37036952783474,-73.72928104029303,2
40.85568846450007,-74.69553633619914,3
40.11689573851676,-73.69359093159524,3
41.073004473063975,-74.42991017524827,2
