road_type,weather,time_of_day,avg_speed,max_speed,max_deceleration,trajectory_variance,max_iou,vehicle_count,video_file,is_accident
urban,clear,day,128.75864625405964,856.8562864821927,-6353.113043468035,1495.8105763711808,0.9647334460459369,36,accident_0022.mp4,1
highway,clear,day,61.9403165705049,144.38476039364417,-42.5386045581666,53.65112652516254,0.0,2,accident_0023.mp4,1
urban,clear,day,99.88913444775271,166.0223068604515,-1400.3149257672771,63.12818474832568,0.0,1,accident_0024.mp4,1
highway,rain,night,108.10486387781934,928.2003038922358,-5689.744846621727,951.9124536823653,0.6127097082527171,6,accident_0025.mp4,1
urban,clear,day,159.03819910720543,221.60451662078063,-297.79917795281733,204.6631706718666,0.0,1,accident_0026.mp4,1
highway,clear,day,176.55706859330866,991.534714952793,-7502.47771967323,1153.0107207698031,0.2308514294932547,13,accident_0027.mp4,1
urban,clear,day,111.47578103276771,662.5067326608051,-7538.10391665031,2066.7375726977925,0.7155746554415968,12,accident_0028.mp4,1
highway,clear,day,153.44084061494502,997.7348544198322,-8166.69980803522,1545.8574072470424,0.8971176406361502,59,accident_0029.mp4,1
urban,clear,day,0.0,0.0,0.0,0.0,0.0,0,accident_003.mp4,1
highway,clear,day,166.3951481018909,697.4181661566676,-6577.205657958984,869.771494395176,0.0,1,accident_0030.mp4,1
urban,clear,day,151.02098151280018,358.3185176023842,-1963.7437307061248,1148.263667711828,0.010264722565876364,3,accident_0031.mp4,1
highway,clear,day,175.56918350249933,1278.759868462069,-13994.062804611787,1161.7925677041,0.6624412591830373,4,accident_0032.mp4,1
urban,clear,day,11.192431691643726,13.285498665390369,15.698002303099821,24.992752659988277,0.0,1,accident_0033.mp4,1
highway,clear,day,337.3897367775124,1451.798943412869,-4054.2086993338294,2447.334099330511,0.0,3,accident_0034.mp4,1
urban,clear,day,0.0,0.0,0.0,0.0,0.0,0,accident_0035.mp4,1
highway,clear,day,511.62479709804035,511.62479709804035,0.0,2326.754960049875,0.0,1,accident_0036.mp4,1
urban,clear,day,22.420106167554298,146.49140443714288,-1225.8482373070144,55.07115693587411,0.7318582354400013,32,accident_0037.mp4,1
highway,clear,day,28.400390480165896,205.47234747143267,-1496.6126999482315,37.29139827231343,0.6904701241880999,10,accident_0038.mp4,1
urban,clear,day,48.58659645773941,563.8046998378533,-5617.628613927657,359.7404581238202,0.7462634533033432,17,accident_0039.mp4,1
highway,clear,day,179.6699835293739,887.3560153599494,-5344.978221990085,1347.1108558938909,0.8934471164949709,5,accident_004.mp4,1
urban,clear,day,15.830092945463264,256.374758222886,-1497.8805772592243,241.64238646420858,0.9326135298448892,6,accident_0040.mp4,1
highway,clear,day,38.88499812949753,355.37584718784365,-2397.8914948752267,182.2266985333771,0.821360685880173,15,accident_0041.mp4,1
urban,rain,night,62.16327002899238,265.93649934181644,-2649.2777659918534,461.7349743500432,0.054522141785499856,11,accident_0042.mp4,1
highway,rain,night,17.996932366233857,17.996932366233857,0.0,0.7197546102106571,0.0,1,accident_0043.mp4,1
urban,rain,night,0.0,0.0,0.0,0.0,0.0,2,accident_0044.mp4,1
highway,rain,night,43.04105740329119,195.7778940913246,-1018.0003325074659,693.989326662504,0.21266506445471478,5,accident_0045.mp4,1
urban,clear,day,35.67064284490991,329.87863023701766,-3347.675132333099,176.89716467666594,0.5918481285062485,25,accident_0046.mp4,1
highway,clear,day,57.17403227884794,479.63556438848315,-4701.067535785639,338.2300572842981,0.04310520531163795,13,accident_0047.mp4,1
urban,clear,day,0.0,0.0,0.0,0.0,0.0,2,accident_0048.mp4,1
highway,clear,day,175.8300437037069,552.8965759277344,-1632.0436616316326,306.85775683640196,0.6538583729984843,6,accident_0049.mp4,1
urban,clear,day,129.1148597878034,908.6479364570697,-9180.984000469327,1241.0326082482027,0.9942588013144743,21,accident_005.mp4,1
highway,clear,day,0.0,0.0,0.0,0.0,0.0,2,accident_0050.mp4,1
urban,clear,day,151.16531694059492,1064.689186232752,-7157.738522333133,1528.7952025755815,0.12156129908797085,6,accident_0051.mp4,1
highway,clear,day,0.0,0.0,0.0,0.0,0.0,1,accident_0052.mp4,1
urban,clear,day,192.01287674783362,530.6606496915985,-3679.643619074696,474.91504756493185,0.04498986340511772,4,accident_0053.mp4,1
highway,clear,day,229.6135539715328,821.901451275031,-4906.201013072962,1821.1006142412389,0.8699345277885416,12,accident_0054.mp4,1
urban,rain,night,166.91565811525123,592.5676908690484,-4130.747989695844,412.48946595051484,0.03389893164658977,7,accident_0055.mp4,1
highway,rain,day,111.59559750253949,495.70495951766225,-4048.4927640235487,1017.8995087467338,0.0,4,accident_0056.mp4,1
urban,clear,day,100.20707507343728,150.37596490122442,-160.60543245836112,1560.1330656128316,0.0,1,accident_0057.mp4,1
highway,clear,day,554.5588138408785,1236.958660421567,-11117.611072952926,2187.2217206067153,0.35966941899210003,2,accident_0058.mp4,1
urban,clear,day,260.21671599538286,798.0986011863998,-2748.918066048273,2762.553908445383,0.0,3,accident_0059.mp4,1
highway,rain,night,206.1974984553777,851.2778103464872,-7570.591219169745,2609.1717744410857,0.16706787692492242,22,accident_006.mp4,1
urban,clear,day,160.67634216796276,776.4240209806475,-2791.2671889432904,3335.396635180612,0.0006400743318184911,2,accident_0060.mp4,1
highway,rain,night,187.23698312131094,750.505040525453,-5196.30306348873,695.6844056891074,0.10512573416514118,6,accident_0061.mp4,1
urban,clear,day,120.1631885164456,1172.9850670331048,-6368.566025462979,764.7074963051732,0.5728436603924241,6,accident_0062.mp4,1
highway,rain,night,241.59374857644045,716.7958252715264,-8718.59640364676,1064.310413396502,0.0,1,accident_0063.mp4,1
urban,clear,day,153.43051517719874,595.5875864768294,-5428.274365134374,1105.8010665979016,0.5933815018063546,2,accident_0064.mp4,1
highway,clear,day,104.1181132634694,643.9506894154855,-3466.7619780126583,115.61050727056261,0.7464372180939329,5,accident_0065.mp4,1
urban,rain,day,0.0,0.0,0.0,0.0,0.0,1,accident_0066.mp4,1
highway,clear,day,60.95710984659418,134.79459180451565,0.0,32.90784848419329,0.0,2,accident_0067.mp4,1
urban,clear,day,0.0,0.0,0.0,0.0,0.0,2,accident_007.mp4,1
highway,clear,day,0.0,0.0,0.0,0.0,0.0,0,accident_008.mp4,1
urban,clear,day,59.59117382830896,178.3506836791195,-413.44417672667714,90.98481923654018,0.0,1,accident_009.mp4,1
urban,clear,day,0.0,0.0,0.0,0.0,0.0,1,driving_000.mp4,0
urban,clear,day,55.51278122124655,350.8931390279082,-482.5568106687069,4995.745409392618,0.22774539909073155,9,driving_001.mp4,0
urban,clear,day,362.9203477257329,707.4313068931925,-653.807070187335,35154.85428469058,0.0,2,driving_0010.mp4,0
urban,clear,day,70.32086043716203,305.173454643536,-328.62673578330316,10034.331987157626,0.7524598794244314,3,driving_00100.mp4,0
urban,clear,day,62.460483160859276,277.85571783538023,-155.59386876972195,1740.124160065567,0.7714137468759968,6,driving_00101.mp4,0
urban,clear,day,38.69706447201673,265.7558522674556,-629.8752730341308,3914.57362723478,0.22283068817502125,7,driving_00102.mp4,0
urban,clear,day,48.109334796358716,221.06046708384125,-527.1463473101714,740.026869833144,0.3838622447897511,10,driving_00103.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,1,driving_00104.mp4,0
urban,clear,day,129.60237344707514,929.987801052348,-6193.029560362959,2332.123606299086,0.7191445940016933,7,driving_00105.mp4,0
urban,clear,day,191.35079246832947,925.1386742251367,-9620.201731034576,540.0788831653045,0.9460198295398231,2,driving_00106.mp4,0
urban,clear,day,150.19400798075495,513.7273288844125,-4537.298887216986,2510.6105855738992,0.05680294128080554,3,driving_00107.mp4,0
urban,clear,day,371.5485687427301,1124.649642815295,-5733.856924287285,5710.984967141176,0.02006058743248485,5,driving_00108.mp4,0
urban,clear,day,93.66910780617413,754.1562828009766,-5242.617675782239,181.39952374881608,0.0,4,driving_00109.mp4,0
urban,clear,day,20.07156393045444,151.0561022372616,-166.35933343552526,269.6168193859884,0.0,2,driving_0011.mp4,0
urban,clear,day,142.15714162672865,648.324778410985,-4254.698095772315,2068.265761583608,0.9403566135975862,8,driving_00110.mp4,0
urban,clear,day,168.78585445958763,943.7615044239901,-7302.243486188045,2569.5637415605966,0.9177581756614772,24,driving_00111.mp4,0
urban,clear,day,46.308260065025905,193.26113892026598,-1519.0551480001368,227.31750675695054,0.0,1,driving_00112.mp4,0
urban,clear,day,62.60708386765177,803.2596360354784,-7205.728463175647,732.435298126573,0.9639330158025964,49,driving_00113.mp4,0
urban,clear,day,48.90893300745467,440.07889211233316,-4801.559785646373,444.5298585975502,0.9782552418675292,47,driving_00114.mp4,0
urban,clear,day,52.3409035022186,344.19722710467505,-3875.056408717345,971.5865653444238,0.44818052074492987,4,driving_00115.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,0,driving_00116.mp4,0
urban,clear,day,47.79139954899067,265.4908434436964,-1600.9521221146967,306.97146314121227,0.01300642469675876,20,driving_00117.mp4,0
urban,clear,day,146.59541168328485,551.2464305985034,-5306.411054546183,1052.3327415553026,0.0,1,driving_00118.mp4,0
urban,clear,day,45.19109203656299,160.10871007435762,-1207.6633138215036,112.16289922726185,0.01060682261781469,3,driving_00119.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,0,driving_0012.mp4,0
urban,rain,night,77.92480757498191,338.7073061006833,-2571.7176901299017,827.8436946932841,0.6054556191952268,18,driving_00120.mp4,0
urban,rain,day,78.90505183025297,563.7866280036113,-4124.028237058318,678.6127262134045,0.0,9,driving_00121.mp4,0
urban,clear,day,34.07561603452301,360.4980310890934,-3930.526796839979,431.17893218983363,0.6993525583839327,5,driving_00122.mp4,0
urban,clear,day,113.94761429182317,750.3686231543668,-6966.166504416537,3830.840201413314,0.7075808165358997,22,driving_00123.mp4,0
urban,clear,day,68.31614896506686,520.5914374028002,-6999.058913269492,2471.1033553146285,0.10015940785866108,6,driving_00124.mp4,0
urban,clear,day,94.54780778766191,961.592867666499,-7947.365585269446,476.6154771224646,0.22949004720088648,8,driving_00125.mp4,0
urban,clear,day,15.896508013113339,45.527843200013905,-116.21118354178465,63.670260878368495,0.6964552349415903,7,driving_0013.mp4,0
urban,clear,day,83.60922491878725,818.6234985600354,-1133.5951910573447,7271.75936974114,0.06680254311112462,10,driving_0014.mp4,0
urban,clear,day,50.01018592013946,299.65034478020914,0.0,1033.2720993568498,0.0,5,driving_0015.mp4,0
urban,clear,day,26.84940025051593,138.21058386424676,-400.6398101817994,264.7642775440451,0.9704981804688144,7,driving_0016.mp4,0
urban,clear,day,83.94399751396722,287.80302882955533,-369.16140562002346,3187.7999622872544,0.0,3,driving_0017.mp4,0
urban,clear,day,51.447746365582525,285.728515522304,-465.741028140211,2846.2364779611867,0.0,4,driving_0018.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,2,driving_0019.mp4,0
urban,clear,day,55.2908157001863,248.84041554660627,-656.4228522554936,1919.5677107455742,0.014464981582121209,3,driving_002.mp4,0
urban,clear,day,15.481526762726244,48.39079710182196,-64.36066351798331,117.98017776465666,0.0,2,driving_0020.mp4,0
urban,clear,day,129.334129225163,259.81908152856124,0.0,2729.2876771291094,0.0,2,driving_0021.mp4,0
urban,clear,day,20.8018327296447,51.53842343771481,-36.25513197978353,48.049245985956595,0.0,4,driving_0022.mp4,0
urban,clear,day,97.50482985774397,243.35332645421778,-299.5476903222229,1750.9467803184978,0.3286613566952177,6,driving_0023.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,0,driving_0024.mp4,0
urban,clear,day,41.718999597411226,207.66764762987432,-357.3805879648614,1021.1221393955938,0.7052293204279231,9,driving_0025.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,1,driving_0026.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,0,driving_0027.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,0,driving_0028.mp4,0
urban,clear,day,29.45065402816698,33.20811393240144,26.302219329641225,70.27443423867226,0.0,1,driving_0029.mp4,0
urban,clear,day,25.993452157487035,43.37920221730584,0.0,44.34139213121186,0.0,4,driving_003.mp4,0
urban,clear,day,12.183547104492083,34.47458329063874,-20.928505692085878,66.78130634951212,0.0,2,driving_0030.mp4,0
urban,clear,day,141.65394272251447,457.00528890405934,-584.5419287077199,9005.891099901426,0.13732150607396154,4,driving_0031.mp4,0
urban,clear,day,94.13818029976402,339.27599486095494,-192.66492694475042,919.0204186452319,0.08067103154071163,6,driving_0032.mp4,0
urban,clear,day,67.69213878443652,295.12633968849946,-235.722351475918,1512.5858815851104,0.0,6,driving_0033.mp4,0
urban,clear,day,81.82553351594093,331.33789868276085,-144.4945624230328,2286.41111455167,0.0,4,driving_0034.mp4,0
urban,clear,day,0.0,0.0,0.0,0.0,0.0,1,driving_0035.mp4,0
urban,clear,day,45.733597060159326,159.04005638671092,-237.5948179966962,1592.7355781179697,0.23566608754098894,4,driving_0036.mp4,0
urban,clear,day,67.05235161910063,179.99366648951707,-234.78937413625633,992.8423067865582,0.09517295470570249,4,driving_0037.mp4,0
urban,clear,day,24.71453115533469,151.26391365656028,-158.90915339442103,2464.4478560432185,0.030028574748303585,9,driving_0038.mp4,0
urban,clear,day,71.18257379547464,304.44549967492986,-548.2046557696199,4810.0117511510825,0.09816573069224904,7,driving_0039.mp4,0
urban,clear,day,79.17431112048725,448.0724119495709,-1270.9694673895624,2264.7101276808785,0.11318775145926771,6,driving_004.mp4,0
urban,clear,day,61.83025642335422,313.58417501369394,-393.08956339826676,5139.406503336994,0.19514729770968006,11,driving_0040.mp4,0
urban,clear,day,69.72747752845223,245.11943585189005,-152.64823700746848,1051.4746660984638,0.0,9,driving_0041.mp4,0
urban,clear,day,80.43300260171247,438.7197479407474,-541.0249721099561,9070.636362382987,0.9657648364775796,6,driving_005.mp4,0
urban,clear,day,54.41979407053943,611.7755548078322,-1035.538588257259,8493.548367729005,0.0,3,driving_006.mp4,0
urban,clear,day,9.551224708318944,82.65240504664577,-106.5020946118576,268.01866618213523,0.9923117121764706,5,driving_007.mp4,0
urban,clear,day,46.64550209074529,130.53753977038468,0.0,233.03931783139706,0.0,3,driving_008.mp4,0
urban,clear,day,1.7319199411066462,3.0672449070615135,-6.0591071240489205,0.21272676028311255,0.0,2,driving_009.mp4,0
